"sno","state","category","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
91,"Tamil Nadu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.614414893617,61.7018633540373,68.0334448160535,75.0725806451613,80.4370257966616,87.0364806866953,86.100696517418,99.9762258543834,82.9724814264488,61.5875190258752,51.4753157290471,51.6941813261164
92,"Tamil Nadu",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3416483516484,48.1349206349206,48.8205479452055,53.0904392764858,58.1391402714932,58.5534290271132,55.5252633796713,61.1205357142857,65.0499528746466,74.9548313321898,67.1494023904382,65.5617402431222
93,"Tamil Nadu",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Telangana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.456,92.53
95,"Telangana",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6247422680412,75.0536480686695
96,"Telangana",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7169811320755,81.1666666666667
97,"Tripura",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"Tripura",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Tripura",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"Uttar Pradesh",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.386489479513,165.24358974359,148.169980119284,164.542543458371,189.582184517497,194.39039408867,190.566606537151,172.434633682207,182.813872180451,195.336440677966,171.870751811594,188.143659271734
101,"Uttar Pradesh",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.703539823009,123.759109311741,134.721915285451,151.685232498723,167.632516703786,167.589013898081,166.004393129861,156.737590248731,191.340050718512,179.837356549268,184.65625346901,176.706995003569
102,"Uttar Pradesh",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.724137931034,198.603636363636,184.021072796935,190.940959409594,170.535528596187,0,154.346278317152,0,171.563218390805,167.861870503597,174.488299531981
103,"Uttarakhand",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.395111111,137.283395062963,148.564102564103,127.850364963504,0,130.963470319635
104,"Uttarakhand",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.142857142857,0,0,0,0,0,169.4248333266,169.1484375,191.408938053097,140.117647058824,0,147.606951871658
105,"Uttarakhand",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Uttaranchal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9285714285714,14.3076923076923,0,0,0,0,0,0,0
107,"Uttaranchal",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.862068965517,119.011363636364,100.438356164384,110.282051282051,0,0,0,0,0,0,0
108,"Uttaranchal",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"West Bengal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.891862068966,118.893287435456,124.212343096234,107.795774647887,114.146788990826,172.411334552102,117.100376321073,121.527790537437,111.914156626506,165.413952702703,119.190651906519,110.530135301353
110,"West Bengal",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.010025062657,122.327272727273,100.536184210526,93.8168016194332,97.3636363636364,126.926991150442,93.3779304770333,110.208083832335,100.201863354037,150.925966386555,111.211320754717,98.0264064293915
111,"West Bengal",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
